,idx,user_index,label,kind,idy,sim,topic_start
302820,0,0,C,recommendation,121,0,C
302821,0,0,C,recommendation,121,0,C
302822,0,0,C,recommendation,121,0,C
302823,0,0,C,recommendation,121,0,C
302824,0,0,C,recommendation,121,0,C
302825,0,0,C,recommendation,121,0,C
302826,0,0,C,recommendation,121,0,C
302827,0,0,C,recommendation,121,0,C
302828,0,0,C,recommendation,121,0,C
302829,0,0,C,recommendation,121,0,C
302830,0,0,C,recommendation,121,0,C
302831,0,0,C,recommendation,121,0,C
302832,0,0,C,recommendation,121,0,C
302833,0,0,C,recommendation,121,0,C
302834,0,0,C,recommendation,121,0,C
302835,0,0,C,recommendation,121,0,C
302836,0,0,C,recommendation,121,0,C
302837,0,0,C,recommendation,121,0,C
302838,0,0,C,recommendation,121,0,C
302839,0,0,C,recommendation,121,0,C
302840,0,0,C,choice,121,0,C
302841,1,0,C,recommendation,121,0,C
302842,1,0,C,recommendation,121,0,C
302843,1,0,C,recommendation,121,0,C
302844,1,0,C,recommendation,121,0,C
302845,1,0,C,recommendation,121,0,C
302846,1,0,C,recommendation,121,0,C
302847,1,0,CR,recommendation,121,0,C
302848,1,0,C,recommendation,121,0,C
302849,1,0,C,recommendation,121,0,C
302850,1,0,C,recommendation,121,0,C
302851,1,0,C,recommendation,121,0,C
302852,1,0,C,recommendation,121,0,C
302853,1,0,C,recommendation,121,0,C
302854,1,0,C,recommendation,121,0,C
302855,1,0,C,recommendation,121,0,C
302856,1,0,C,recommendation,121,0,C
302857,1,0,C,recommendation,121,0,C
302858,1,0,C,recommendation,121,0,C
302859,1,0,C,recommendation,121,0,C
302860,1,0,C,recommendation,121,0,C
302861,1,0,C,choice,121,0,C
302862,2,0,C,recommendation,121,0,C
302863,2,0,C,recommendation,121,0,C
302864,2,0,C,recommendation,121,0,C
302865,2,0,C,recommendation,121,0,C
302866,2,0,C,recommendation,121,0,C
302867,2,0,C,recommendation,121,0,C
302868,2,0,C,recommendation,121,0,C
302869,2,0,C,recommendation,121,0,C
302870,2,0,C,recommendation,121,0,C
302871,2,0,C,recommendation,121,0,C
302872,2,0,C,recommendation,121,0,C
302873,2,0,C,recommendation,121,0,C
302874,2,0,C,recommendation,121,0,C
302875,2,0,C,recommendation,121,0,C
302876,2,0,C,recommendation,121,0,C
302877,2,0,C,recommendation,121,0,C
302878,2,0,C,recommendation,121,0,C
302879,2,0,C,recommendation,121,0,C
302880,2,0,C,recommendation,121,0,C
302881,2,0,C,recommendation,121,0,C
302882,2,0,C,choice,121,0,C
302883,3,0,C,recommendation,121,0,C
302884,3,0,C,recommendation,121,0,C
302885,3,0,C,recommendation,121,0,C
302886,3,0,C,recommendation,121,0,C
302887,3,0,C,recommendation,121,0,C
302888,3,0,C,recommendation,121,0,C
302889,3,0,C,recommendation,121,0,C
302890,3,0,C,recommendation,121,0,C
302891,3,0,C,recommendation,121,0,C
302892,3,0,C,recommendation,121,0,C
302893,3,0,C,recommendation,121,0,C
302894,3,0,C,recommendation,121,0,C
302895,3,0,C,recommendation,121,0,C
302896,3,0,C,recommendation,121,0,C
302897,3,0,C,recommendation,121,0,C
302898,3,0,C,recommendation,121,0,C
302899,3,0,C,recommendation,121,0,C
302900,3,0,C,recommendation,121,0,C
302901,3,0,C,recommendation,121,0,C
302902,3,0,C,recommendation,121,0,C
302903,3,0,C,choice,121,0,C
302904,4,0,C,recommendation,121,0,C
302905,4,0,C,recommendation,121,0,C
302906,4,0,C,recommendation,121,0,C
302907,4,0,C,recommendation,121,0,C
302908,4,0,C,recommendation,121,0,C
302909,4,0,C,recommendation,121,0,C
302910,4,0,C,recommendation,121,0,C
302911,4,0,C,recommendation,121,0,C
302912,4,0,C,recommendation,121,0,C
302913,4,0,C,recommendation,121,0,C
302914,4,0,C,recommendation,121,0,C
302915,4,0,C,recommendation,121,0,C
302916,4,0,C,recommendation,121,0,C
302917,4,0,C,recommendation,121,0,C
302918,4,0,C,recommendation,121,0,C
302919,4,0,C,recommendation,121,0,C
302920,4,0,C,recommendation,121,0,C
302921,4,0,C,recommendation,121,0,C
302922,4,0,C,recommendation,121,0,C
302923,4,0,C,recommendation,121,0,C
302924,4,0,C,choice,121,0,C
302925,5,0,C,recommendation,121,0,C
302926,5,0,C,recommendation,121,0,C
302927,5,0,C,recommendation,121,0,C
302928,5,0,C,recommendation,121,0,C
302929,5,0,C,recommendation,121,0,C
302930,5,0,C,recommendation,121,0,C
302931,5,0,C,recommendation,121,0,C
302932,5,0,C,recommendation,121,0,C
302933,5,0,C,recommendation,121,0,C
302934,5,0,C,recommendation,121,0,C
302935,5,0,C,recommendation,121,0,C
302936,5,0,C,recommendation,121,0,C
302937,5,0,C,recommendation,121,0,C
302938,5,0,C,recommendation,121,0,C
302939,5,0,C,recommendation,121,0,C
302940,5,0,C,recommendation,121,0,C
302941,5,0,C,recommendation,121,0,C
302942,5,0,C,recommendation,121,0,C
302943,5,0,C,recommendation,121,0,C
302944,5,0,C,recommendation,121,0,C
302945,5,0,C,choice,121,0,C
302946,6,0,C,recommendation,121,0,C
302947,6,0,C,recommendation,121,0,C
302948,6,0,C,recommendation,121,0,C
302949,6,0,C,recommendation,121,0,C
302950,6,0,C,recommendation,121,0,C
302951,6,0,C,recommendation,121,0,C
302952,6,0,C,recommendation,121,0,C
302953,6,0,C,recommendation,121,0,C
302954,6,0,C,recommendation,121,0,C
302955,6,0,C,recommendation,121,0,C
302956,6,0,C,recommendation,121,0,C
302957,6,0,C,recommendation,121,0,C
302958,6,0,C,recommendation,121,0,C
302959,6,0,C,recommendation,121,0,C
302960,6,0,C,recommendation,121,0,C
302961,6,0,C,recommendation,121,0,C
302962,6,0,C,recommendation,121,0,C
302963,6,0,C,recommendation,121,0,C
302964,6,0,C,recommendation,121,0,C
302965,6,0,C,recommendation,121,0,C
302966,6,0,C,choice,121,0,C
302967,7,0,C,recommendation,121,0,C
302968,7,0,C,recommendation,121,0,C
302969,7,0,C,recommendation,121,0,C
302970,7,0,C,recommendation,121,0,C
302971,7,0,C,recommendation,121,0,C
302972,7,0,C,recommendation,121,0,C
302973,7,0,C,recommendation,121,0,C
302974,7,0,C,recommendation,121,0,C
302975,7,0,C,recommendation,121,0,C
302976,7,0,C,recommendation,121,0,C
302977,7,0,C,recommendation,121,0,C
302978,7,0,C,recommendation,121,0,C
302979,7,0,C,recommendation,121,0,C
302980,7,0,C,recommendation,121,0,C
302981,7,0,C,recommendation,121,0,C
302982,7,0,C,recommendation,121,0,C
302983,7,0,C,recommendation,121,0,C
302984,7,0,C,recommendation,121,0,C
302985,7,0,C,recommendation,121,0,C
302986,7,0,C,recommendation,121,0,C
302987,7,0,C,choice,121,0,C
302988,8,0,C,recommendation,121,0,C
302989,8,0,C,recommendation,121,0,C
302990,8,0,C,recommendation,121,0,C
302991,8,0,C,recommendation,121,0,C
302992,8,0,C,recommendation,121,0,C
302993,8,0,C,recommendation,121,0,C
302994,8,0,C,recommendation,121,0,C
302995,8,0,C,recommendation,121,0,C
302996,8,0,C,recommendation,121,0,C
302997,8,0,C,recommendation,121,0,C
302998,8,0,C,recommendation,121,0,C
302999,8,0,C,recommendation,121,0,C
303000,8,0,C,recommendation,121,0,C
303001,8,0,C,recommendation,121,0,C
303002,8,0,C,recommendation,121,0,C
303003,8,0,C,recommendation,121,0,C
303004,8,0,C,recommendation,121,0,C
303005,8,0,C,recommendation,121,0,C
303006,8,0,C,recommendation,121,0,C
303007,8,0,C,recommendation,121,0,C
303008,8,0,C,choice,121,0,C
303009,9,0,C,recommendation,121,0,C
303010,9,0,C,recommendation,121,0,C
303011,9,0,C,recommendation,121,0,C
303012,9,0,C,recommendation,121,0,C
303013,9,0,C,recommendation,121,0,C
303014,9,0,C,recommendation,121,0,C
303015,9,0,C,recommendation,121,0,C
303016,9,0,C,recommendation,121,0,C
303017,9,0,C,recommendation,121,0,C
303018,9,0,C,recommendation,121,0,C
303019,9,0,C,recommendation,121,0,C
303020,9,0,C,recommendation,121,0,C
303021,9,0,C,recommendation,121,0,C
303022,9,0,C,recommendation,121,0,C
303023,9,0,C,recommendation,121,0,C
303024,9,0,C,recommendation,121,0,C
303025,9,0,C,recommendation,121,0,C
303026,9,0,C,recommendation,121,0,C
303027,9,0,C,recommendation,121,0,C
303028,9,0,C,recommendation,121,0,C
303029,9,0,C,choice,121,0,C
303030,10,0,C,recommendation,121,0,C
303031,10,0,C,recommendation,121,0,C
303032,10,0,C,recommendation,121,0,C
303033,10,0,C,recommendation,121,0,C
303034,10,0,C,recommendation,121,0,C
303035,10,0,C,recommendation,121,0,C
303036,10,0,C,recommendation,121,0,C
303037,10,0,C,recommendation,121,0,C
303038,10,0,C,recommendation,121,0,C
303039,10,0,C,recommendation,121,0,C
303040,10,0,C,recommendation,121,0,C
303041,10,0,C,recommendation,121,0,C
303042,10,0,C,recommendation,121,0,C
303043,10,0,C,recommendation,121,0,C
303044,10,0,C,recommendation,121,0,C
303045,10,0,C,recommendation,121,0,C
303046,10,0,C,recommendation,121,0,C
303047,10,0,C,recommendation,121,0,C
303048,10,0,C,recommendation,121,0,C
303049,10,0,C,recommendation,121,0,C
303050,10,0,C,choice,121,0,C
303051,11,0,C,recommendation,121,0,C
303052,11,0,C,recommendation,121,0,C
303053,11,0,C,recommendation,121,0,C
303054,11,0,C,recommendation,121,0,C
303055,11,0,C,recommendation,121,0,C
303056,11,0,C,recommendation,121,0,C
303057,11,0,C,recommendation,121,0,C
303058,11,0,C,recommendation,121,0,C
303059,11,0,C,recommendation,121,0,C
303060,11,0,C,recommendation,121,0,C
303061,11,0,C,recommendation,121,0,C
303062,11,0,C,recommendation,121,0,C
303063,11,0,C,recommendation,121,0,C
303064,11,0,C,recommendation,121,0,C
303065,11,0,C,recommendation,121,0,C
303066,11,0,C,recommendation,121,0,C
303067,11,0,C,recommendation,121,0,C
303068,11,0,C,recommendation,121,0,C
303069,11,0,C,recommendation,121,0,C
303070,11,0,C,recommendation,121,0,C
303071,11,0,C,choice,121,0,C
303072,12,0,C,recommendation,121,0,C
303073,12,0,C,recommendation,121,0,C
303074,12,0,C,recommendation,121,0,C
303075,12,0,C,recommendation,121,0,C
303076,12,0,C,recommendation,121,0,C
303077,12,0,C,recommendation,121,0,C
303078,12,0,C,recommendation,121,0,C
303079,12,0,C,recommendation,121,0,C
303080,12,0,C,recommendation,121,0,C
303081,12,0,C,recommendation,121,0,C
303082,12,0,C,recommendation,121,0,C
303083,12,0,C,recommendation,121,0,C
303084,12,0,C,recommendation,121,0,C
303085,12,0,C,recommendation,121,0,C
303086,12,0,C,recommendation,121,0,C
303087,12,0,C,recommendation,121,0,C
303088,12,0,C,recommendation,121,0,C
303089,12,0,C,recommendation,121,0,C
303090,12,0,C,recommendation,121,0,C
303091,12,0,C,recommendation,121,0,C
303092,12,0,C,choice,121,0,C
303093,13,0,C,recommendation,121,0,C
303094,13,0,C,recommendation,121,0,C
303095,13,0,C,recommendation,121,0,C
303096,13,0,C,recommendation,121,0,C
303097,13,0,C,recommendation,121,0,C
303098,13,0,C,recommendation,121,0,C
303099,13,0,C,recommendation,121,0,C
303100,13,0,C,recommendation,121,0,C
303101,13,0,C,recommendation,121,0,C
303102,13,0,C,recommendation,121,0,C
303103,13,0,C,recommendation,121,0,C
303104,13,0,C,recommendation,121,0,C
303105,13,0,C,recommendation,121,0,C
303106,13,0,C,recommendation,121,0,C
303107,13,0,C,recommendation,121,0,C
303108,13,0,C,recommendation,121,0,C
303109,13,0,C,recommendation,121,0,C
303110,13,0,C,recommendation,121,0,C
303111,13,0,C,recommendation,121,0,C
303112,13,0,C,recommendation,121,0,C
303113,13,0,C,choice,121,0,C
303114,14,0,C,recommendation,121,0,C
303115,14,0,C,recommendation,121,0,C
303116,14,0,C,recommendation,121,0,C
303117,14,0,C,recommendation,121,0,C
303118,14,0,C,recommendation,121,0,C
303119,14,0,C,recommendation,121,0,C
303120,14,0,C,recommendation,121,0,C
303121,14,0,C,recommendation,121,0,C
303122,14,0,C,recommendation,121,0,C
303123,14,0,C,recommendation,121,0,C
303124,14,0,C,recommendation,121,0,C
303125,14,0,C,recommendation,121,0,C
303126,14,0,C,recommendation,121,0,C
303127,14,0,C,recommendation,121,0,C
303128,14,0,C,recommendation,121,0,C
303129,14,0,C,recommendation,121,0,C
303130,14,0,C,recommendation,121,0,C
303131,14,0,C,recommendation,121,0,C
303132,14,0,C,recommendation,121,0,C
303133,14,0,C,recommendation,121,0,C
303134,14,0,C,choice,121,0,C
303135,15,0,C,recommendation,121,0,C
303136,15,0,C,recommendation,121,0,C
303137,15,0,C,recommendation,121,0,C
303138,15,0,C,recommendation,121,0,C
303139,15,0,C,recommendation,121,0,C
303140,15,0,C,recommendation,121,0,C
303141,15,0,C,recommendation,121,0,C
303142,15,0,C,recommendation,121,0,C
303143,15,0,C,recommendation,121,0,C
303144,15,0,C,recommendation,121,0,C
303145,15,0,C,recommendation,121,0,C
303146,15,0,C,recommendation,121,0,C
303147,15,0,C,recommendation,121,0,C
303148,15,0,C,recommendation,121,0,C
303149,15,0,C,recommendation,121,0,C
303150,15,0,C,recommendation,121,0,C
303151,15,0,C,recommendation,121,0,C
303152,15,0,C,recommendation,121,0,C
303153,15,0,C,recommendation,121,0,C
303154,15,0,C,recommendation,121,0,C
303155,15,0,C,choice,121,0,C
303156,16,0,C,recommendation,121,0,C
303157,16,0,C,recommendation,121,0,C
303158,16,0,C,recommendation,121,0,C
303159,16,0,C,recommendation,121,0,C
303160,16,0,C,recommendation,121,0,C
303161,16,0,C,recommendation,121,0,C
303162,16,0,C,recommendation,121,0,C
303163,16,0,C,recommendation,121,0,C
303164,16,0,C,recommendation,121,0,C
303165,16,0,C,recommendation,121,0,C
303166,16,0,C,recommendation,121,0,C
303167,16,0,C,recommendation,121,0,C
303168,16,0,C,recommendation,121,0,C
303169,16,0,C,recommendation,121,0,C
303170,16,0,C,recommendation,121,0,C
303171,16,0,C,recommendation,121,0,C
303172,16,0,C,recommendation,121,0,C
303173,16,0,C,recommendation,121,0,C
303174,16,0,C,recommendation,121,0,C
303175,16,0,C,recommendation,121,0,C
303176,16,0,C,choice,121,0,C
303177,17,0,C,recommendation,121,0,C
303178,17,0,C,recommendation,121,0,C
303179,17,0,C,recommendation,121,0,C
303180,17,0,C,recommendation,121,0,C
303181,17,0,C,recommendation,121,0,C
303182,17,0,C,recommendation,121,0,C
303183,17,0,C,recommendation,121,0,C
303184,17,0,C,recommendation,121,0,C
303185,17,0,C,recommendation,121,0,C
303186,17,0,C,recommendation,121,0,C
303187,17,0,C,recommendation,121,0,C
303188,17,0,C,recommendation,121,0,C
303189,17,0,C,recommendation,121,0,C
303190,17,0,C,recommendation,121,0,C
303191,17,0,C,recommendation,121,0,C
303192,17,0,C,recommendation,121,0,C
303193,17,0,C,recommendation,121,0,C
303194,17,0,C,recommendation,121,0,C
303195,17,0,C,recommendation,121,0,C
303196,17,0,CL,recommendation,121,0,C
303197,17,0,C,choice,121,0,C
303198,18,0,C,recommendation,121,0,C
303199,18,0,C,recommendation,121,0,C
303200,18,0,C,recommendation,121,0,C
303201,18,0,C,recommendation,121,0,C
303202,18,0,C,recommendation,121,0,C
303203,18,0,C,recommendation,121,0,C
303204,18,0,C,recommendation,121,0,C
303205,18,0,C,recommendation,121,0,C
303206,18,0,C,recommendation,121,0,C
303207,18,0,C,recommendation,121,0,C
303208,18,0,C,recommendation,121,0,C
303209,18,0,C,recommendation,121,0,C
303210,18,0,C,recommendation,121,0,C
303211,18,0,C,recommendation,121,0,C
303212,18,0,C,recommendation,121,0,C
303213,18,0,C,recommendation,121,0,C
303214,18,0,C,recommendation,121,0,C
303215,18,0,CL,recommendation,121,0,C
303216,18,0,C,recommendation,121,0,C
303217,18,0,C,recommendation,121,0,C
303218,18,0,C,choice,121,0,C
303219,19,0,C,recommendation,121,0,C
303220,19,0,C,recommendation,121,0,C
303221,19,0,C,recommendation,121,0,C
303222,19,0,C,recommendation,121,0,C
303223,19,0,C,recommendation,121,0,C
303224,19,0,C,recommendation,121,0,C
303225,19,0,C,recommendation,121,0,C
303226,19,0,C,recommendation,121,0,C
303227,19,0,C,recommendation,121,0,C
303228,19,0,C,recommendation,121,0,C
303229,19,0,C,recommendation,121,0,C
303230,19,0,C,recommendation,121,0,C
303231,19,0,C,recommendation,121,0,C
303232,19,0,C,recommendation,121,0,C
303233,19,0,C,recommendation,121,0,C
303234,19,0,C,recommendation,121,0,C
303235,19,0,CL,recommendation,121,0,C
303236,19,0,C,recommendation,121,0,C
303237,19,0,C,recommendation,121,0,C
303238,19,0,C,recommendation,121,0,C
303239,19,0,C,choice,121,0,C
